algorithm,scenario_name,num_cloudlets,seed,population,iterations,makespan_sec,total_energy_j,avg_waiting_sec,mapping_time_ms
PSO-SA,Scenario_200,200,1017,500,100,60.4734,9075.6328,11.6810,273
PSO-SA,Scenario_200,200,1008,24,100,112.6557,16904.6210,11.8685,6
DTSO-TS,Scenario_200,200,1006,24,10,59.0125,8855.9894,10.8692,1
DTSO-TS,Scenario_200,200,1021,500,10,37.2347,5590.1827,8.3121,31
DTSO-TS,Scenario_200,200,1021,10,10,84.2866,12647.6484,11.9029,0
DTSO-TS,Scenario_200,200,1015,24,500,63.3698,9506.7623,27.8242,76
DTSO-TS,Scenario_200,200,1008,10,10,66.3273,9953.8332,11.6052,1
PSO-SA,Scenario_200,200,1009,10,100,82.7357,12414.7169,13.5990,3
PSO-SA,Scenario_200,200,1001,500,100,71.6300,10749.6020,11.6550,303
PSO-SA,Scenario_200,200,1001,24,20,116.2100,17437.1302,13.7510,1
PSO-SA,Scenario_200,200,1004,50,50,80.9462,12146.7778,13.4482,7
DCOA-TS,Scenario_200,200,1023,100,100,31.8494,4779.8981,10.4174,84
DTSO-TS,Scenario_200,200,1011,100,100,33.3545,5005.5545,10.8915,53
PSO-SA,Scenario_200,200,1024,24,10,106.3243,15954.2557,11.8978,1
PSO-SA,Scenario_200,200,1028,50,10,76.3543,11457.3840,13.9973,1
PSO-SA,Scenario_200,200,1012,24,50,79.2309,11890.3228,12.5709,3
DTSO-TS,Scenario_200,200,1024,24,100,36.6038,5492.7952,10.8027,9
DTSO-TS,Scenario_200,200,1005,24,500,62.5721,9387.2017,27.2124,50
DTSO-TS,Scenario_200,200,1007,24,10,50.3308,7554.2333,9.9614,1
PSO-SA,Scenario_200,200,1004,24,10,84.8764,12736.3457,11.1318,1
PSO-SA,Scenario_200,200,1013,100,50,64.1177,9622.4802,11.1419,13
PSO-SA,Scenario_200,200,1008,10,20,83.9700,12600.6071,12.2244,1
PSO-SA,Scenario_200,200,1003,500,50,71.6339,10749.4594,12.2977,65
DTSO-TS,Scenario_200,200,1023,24,500,66.7318,10082.7611,31.3503,47
DCOA-TS,Scenario_200,200,1002,50,100,30.4330,4568.2935,9.2435,39
PSO-SA,Scenario_200,200,1005,50,50,99.6144,14947.6846,13.2412,6
DTSO-TS,Scenario_200,200,1022,500,10,43.5937,6542.5808,8.4890,24
PSO-SA,Scenario_200,200,1029,50,10,78.9725,11850.9363,10.7765,1
PSO-SA,Scenario_200,200,1005,24,500,81.2943,12198.6826,11.9318,31
DCOA-TS,Scenario_200,200,1005,24,500,29.2610,4391.3202,10.2770,87
PSO-SA,Scenario_200,200,1002,24,20,69.9371,10495.4146,10.8988,3
DTSO-TS,Scenario_200,200,1025,50,500,66.4391,10012.1121,31.2751,102
DTSO-TS,Scenario_200,200,1008,24,10,71.4391,10720.7137,9.6864,1
DCOA-TS,Scenario_200,200,1023,500,20,26.7691,4018.6213,8.9425,117
PSO-SA,Scenario_200,200,1013,24,50,115.6329,17350.3487,13.7893,3
DTSO-TS,Scenario_200,200,1008,24,100,29.1643,4376.8232,9.9137,16
DTSO-TS,Scenario_200,200,1025,10,500,64.6534,9699.0449,29.1389,28
DTSO-TS,Scenario_200,200,1005,50,10,51.5269,7733.4948,8.9861,2
DTSO-TS,Scenario_200,200,1005,10,500,49.2371,7387.4000,16.0426,71
PSO-SA,Scenario_200,200,1009,24,100,101.9367,15295.7887,13.4707,7
PSO-SA,Scenario_200,200,1014,100,50,92.3000,13850.1962,11.4737,13
DTSO-TS,Scenario_200,200,1009,24,10,42.9187,6441.8433,9.8859,0
PSO-SA,Scenario_200,200,1000,50,20,103.8700,15585.5860,14.0873,3
DTSO-TS,Scenario_200,200,1006,24,500,66.1883,9984.5545,31.2992,47
DCOA-TS,Scenario_200,200,1001,100,50,27.5106,4129.9577,8.7947,46
PSO-SA,Scenario_200,200,1006,50,50,67.8700,10185.1409,12.8201,6
DTSO-TS,Scenario_200,200,1022,10,20,52.7275,7913.8742,9.4307,6
DTSO-TS,Scenario_200,200,1023,500,10,42.1157,6322.3883,8.8115,20
DTSO-TS,Scenario_200,200,1023,500,500,66.4051,9994.6696,31.2763,1473
DTSO-TS,Scenario_200,200,1029,24,500,66.2788,9980.8544,31.2798,98
PSO-SA,Scenario_200,200,1014,24,50,84.2682,12645.1512,12.4052,3
PSO-SA,Scenario_200,200,1001,10,20,95.6225,14347.9775,12.6777,1
PSO-SA,Scenario_200,200,1013,50,100,67.1463,10076.3140,11.0664,14
DTSO-TS,Scenario_200,200,1023,100,500,66.5976,10028.8631,31.3353,192
DCOA-TS,Scenario_200,200,1020,24,50,28.6673,4302.9724,8.7237,18
DTSO-TS,Scenario_200,200,1009,10,10,60.4996,9079.3836,10.6623,1
DCOA-TS,Scenario_200,200,1024,24,20,28.4236,4266.3474,9.0828,5
DTSO-TS,Scenario_200,200,1025,24,100,45.8364,6878.0701,12.2031,23
DTSO-TS,Scenario_200,200,1010,24,10,52.0142,7806.1656,10.7034,1
DCOA-TS,Scenario_200,200,1003,50,100,32.4264,4867.0280,9.5807,40
PSO-SA,Scenario_200,200,1028,100,500,76.4945,11479.3953,11.7480,131
DTSO-TS,Scenario_200,200,1009,100,500,66.3932,9992.8734,31.2863,192
PSO-SA,Scenario_200,200,1001,50,20,70.4714,10574.9148,11.7852,2
DTSO-TS,Scenario_200,200,1024,24,500,66.6629,10000.2894,30.9366,46
DCOA-TS,Scenario_200,200,1024,100,100,29.9824,4500.9141,9.3806,84
PSO-SA,Scenario_200,200,1007,50,50,83.8255,12579.2627,12.6794,7
PSO-SA,Scenario_200,200,1015,100,50,82.2063,12335.7645,12.6006,14
PSO-SA,Scenario_200,200,1010,10,100,92.1757,13831.2472,11.7152,3
PSO-SA,Scenario_200,200,1005,24,10,84.4043,12665.9371,11.1601,1
PSO-SA,Scenario_200,200,1021,24,20,149.3957,22415.3132,14.4904,1
DCOA-TS,Scenario_200,200,1026,500,10,27.5080,4129.3952,8.2755,116
PSO-SA,Scenario_200,200,1010,24,100,84.1986,12634.9746,10.7137,6
DTSO-TS,Scenario_200,200,1009,24,100,38.1432,5723.4123,11.9951,19
DTSO-TS,Scenario_200,200,1006,50,10,44.0610,6613.5989,9.4482,3
PSO-SA,Scenario_200,200,1009,10,20,108.2043,16236.0190,12.4847,1
DCOA-TS,Scenario_200,200,1025,24,20,26.1142,3919.6425,8.4600,5
DTSO-TS,Scenario_200,200,1026,10,500,65.9793,9897.5658,30.8831,40
DTSO-TS,Scenario_200,200,1012,100,100,41.2095,6183.3080,13.7000,89
DTSO-TS,Scenario_200,200,1000,50,10,41.6544,6251.6833,9.1381,4
PSO-SA,Scenario_200,200,1015,24,50,105.8639,15884.7068,13.7173,3
DTSO-TS,Scenario_200,200,1011,24,10,57.9973,8704.0424,11.0142,1
PSO-SA,Scenario_200,200,1006,24,500,95.8866,14388.3759,11.8675,32
DTSO-TS,Scenario_200,200,1026,24,100,30.9241,4640.3112,10.8736,16
DTSO-TS,Scenario_200,200,1010,10,10,65.4700,9825.0426,11.4433,1
DCOA-TS,Scenario_200,200,1021,24,50,28.9411,4343.8224,9.0515,16
DTSO-TS,Scenario_200,200,1024,500,10,31.9199,4791.6344,8.6964,22
PSO-SA,Scenario_200,200,1002,10,20,106.1057,15920.7320,13.6066,1
DTSO-TS,Scenario_200,200,1026,100,100,57.4356,8616.7596,21.6642,144
PSO-SA,Scenario_200,200,1011,10,100,60.3776,9061.0976,11.1332,3
DTSO-TS,Scenario_200,200,1007,50,10,48.2052,7235.1625,9.0373,2
DTSO-TS,Scenario_200,200,1010,24,100,46.0365,6907.3832,14.1484,9
PSO-SA,Scenario_200,200,1006,24,10,79.3682,11909.7633,11.6879,1
PSO-SA,Scenario_200,200,1011,24,100,109.8143,16477.6713,14.3201,6
PSO-SA,Scenario_200,200,1022,24,20,115.4157,17318.0118,13.4135,1
DTSO-TS,Scenario_200,200,1023,10,20,50.0329,7509.0700,10.0956,2
PSO-SA,Scenario_200,200,1010,10,20,75.1644,11279.4481,11.9109,0
DTSO-TS,Scenario_200,200,1001,50,10,48.2646,7244.7015,9.4846,3
PSO-SA,Scenario_200,200,1004,500,50,78.6100,11796.8818,11.3355,66
DTSO-TS,Scenario_200,200,1011,10,10,56.7667,8518.8754,10.7104,0
PSO-SA,Scenario_200,200,1018,500,100,99.9029,14991.2188,11.5760,146
DTSO-TS,Scenario_200,200,1027,24,100,44.9235,6740.5186,14.3255,10
DCOA-TS,Scenario_200,200,1022,24,50,28.7348,4313.0296,8.8930,10
DTSO-TS,Scenario_200,200,1027,10,500,82.0948,12316.1604,26.9995,20
DTSO-TS,Scenario_200,200,1008,50,10,48.9238,7343.1476,9.4766,3
DTSO-TS,Scenario_200,200,1006,10,500,43.1964,6482.1821,13.3991,63
PSO-SA,Scenario_200,200,1003,10,20,142.3243,21355.7161,15.0458,1
PSO-SA,Scenario_200,200,1012,24,100,76.3271,11453.9077,10.3912,6
DCOA-TS,Scenario_200,200,1002,100,50,27.4611,4122.1710,8.5100,44
PSO-SA,Scenario_200,200,1012,10,100,99.9151,14991.9315,13.5077,3
PSO-SA,Scenario_200,200,1014,50,100,73.9543,11097.3984,13.8322,12
DTSO-TS,Scenario_200,200,1002,50,10,50.4175,7567.2589,10.1372,2
PSO-SA,Scenario_200,200,1023,24,20,93.9700,14100.9931,11.9843,1
DTSO-TS,Scenario_200,200,1013,100,100,52.0585,7810.7456,17.4843,42
PSO-SA,Scenario_200,200,1002,50,20,71.4971,10728.4971,11.9036,3
DTSO-TS,Scenario_200,200,1024,10,20,62.9363,9444.5893,10.1145,1
PSO-SA,Scenario_200,200,1011,10,20,87.8557,13183.2145,12.5430,0
DTSO-TS,Scenario_200,200,1012,10,10,58.4881,8777.1979,11.1351,1
DCOA-TS,Scenario_200,200,1026,24,20,24.9135,3741.1105,7.6309,8
DTSO-TS,Scenario_200,200,1026,50,500,66.1445,10022.9667,31.2224,117
DCOA-TS,Scenario_200,200,1006,24,500,31.8378,4778.0367,11.2985,95
DTSO-TS,Scenario_200,200,1028,24,100,34.7231,5211.0116,10.0528,10
PSO-SA,Scenario_200,200,1020,10,500,109.6300,16449.5114,14.8224,12
PSO-SA,Scenario_200,200,1007,24,500,110.3231,16553.6381,13.5591,31
DCOA-TS,Scenario_200,200,1023,24,50,27.6109,4144.7509,8.7587,10
PSO-SA,Scenario_200,200,1019,100,20,74.0882,11117.8182,11.7894,6
PSO-SA,Scenario_200,200,1021,50,20,113.9871,17103.2486,13.7304,3
PSO-SA,Scenario_200,200,1002,500,100,62.4615,9374.5158,10.9011,137
DTSO-TS,Scenario_200,200,1009,50,10,63.1422,9477.2525,9.5845,2
PSO-SA,Scenario_200,200,1016,24,50,57.4726,8625.4918,10.8523,4
DTSO-TS,Scenario_200,200,1012,24,10,68.3544,10257.9718,9.9816,2
DCOA-TS,Scenario_200,200,1004,50,100,33.1063,4968.4506,10.8656,64
PSO-SA,Scenario_200,200,1028,24,500,97.5271,14634.0559,11.5769,34
DCOA-TS,Scenario_200,200,1027,500,10,27.9165,4190.2285,7.9955,69
PSO-SA,Scenario_200,200,1026,500,500,61.5734,9240.8427,11.2583,750
DTSO-TS,Scenario_200,200,1025,500,10,40.7200,6112.4798,8.2830,61
DCOA-TS,Scenario_200,200,1027,24,20,24.1414,3624.7096,7.7756,4
DTSO-TS,Scenario_200,200,1028,10,500,52.5003,7876.8584,19.0410,17
DCOA-TS,Scenario_200,200,1024,500,20,28.4005,4262.9797,8.6590,156
PSO-SA,Scenario_200,200,1016,50,10,67.8800,10186.2398,12.7821,1
PSO-SA,Scenario_200,200,1004,10,20,100.3288,15054.4798,12.2265,0
PSO-SA,Scenario_200,200,1013,24,100,121.3118,18201.9779,15.6595,6
DTSO-TS,Scenario_200,200,1003,50,10,62.2092,9335.8622,10.2830,3
DTSO-TS,Scenario_200,200,1025,10,20,53.9869,8102.6115,9.5960,1
PSO-SA,Scenario_200,200,1024,24,20,118.8996,17840.8940,12.3314,2
PSO-SA,Scenario_200,200,1015,50,100,69.5200,10433.0071,9.8241,13
PSO-SA,Scenario_200,200,1012,10,20,109.9386,16496.5691,11.6177,0
PSO-SA,Scenario_200,200,1013,10,100,136.9629,20550.2440,14.0217,3
PSO-SA,Scenario_200,200,1012,24,20,81.5978,12244.4328,12.8511,1
DCOA-TS,Scenario_200,200,1024,24,50,28.8640,4332.6652,9.4932,14
DCOA-TS,Scenario_200,200,1017,500,10,25.1159,3770.4861,8.1632,75
DTSO-TS,Scenario_200,200,1010,50,10,48.5736,7290.1599,10.0228,2
PSO-SA,Scenario_200,200,1021,10,500,77.7314,11665.4692,11.6199,13
DCOA-TS,Scenario_200,200,1025,100,100,31.9539,4795.5521,10.2933,112
PSO-SA,Scenario_200,200,1022,50,20,82.8080,12426.2575,12.7473,3
DTSO-TS,Scenario_200,200,1029,10,500,66.4248,10009.9632,31.2974,19
PSO-SA,Scenario_200,200,1029,100,500,100.7082,15112.1272,12.0142,127
DTSO-TS,Scenario_200,200,1026,10,20,66.4654,9973.7007,11.0095,1
PSO-SA,Scenario_200,200,1001,10,50,100.4257,15069.1549,11.7830,1
DTSO-TS,Scenario_200,200,1014,100,100,56.1062,8417.6785,21.2968,49
PSO-SA,Scenario_200,200,1025,24,20,78.3373,11755.7391,12.4830,1
PSO-SA,Scenario_200,200,1020,100,20,70.7664,10619.0265,12.2402,6
DCOA-TS,Scenario_200,200,1013,10,500,30.4191,4565.6044,10.1628,64
PSO-SA,Scenario_200,200,1004,50,100,97.5191,14633.4661,12.7632,13
PSO-SA,Scenario_200,200,1008,24,500,78.1049,11720.0923,13.1859,30
DTSO-TS,Scenario_200,200,1007,10,500,53.5479,8034.2931,17.1409,42
PSO-SA,Scenario_200,200,1000,24,50,96.0129,14407.0616,13.0338,3
DTSO-TS,Scenario_200,200,1011,50,10,58.8942,8838.5116,10.2068,2
DCOA-TS,Scenario_200,200,1028,24,20,25.4296,3817.1899,8.0067,6
DTSO-TS,Scenario_200,200,1028,50,100,55.9539,8395.2715,14.7466,19
DCOA-TS,Scenario_200,200,1008,24,100,30.3265,4552.1735,8.9011,19
DCOA-TS,Scenario_200,200,1003,100,50,29.9452,4494.9570,8.3419,50
PSO-SA,Scenario_200,200,1017,50,10,67.7414,10166.2631,11.1924,2
PSO-SA,Scenario_200,200,1005,500,50,67.0223,10057.8608,10.6299,68
PSO-SA,Scenario_200,200,1014,10,100,88.0982,13219.7384,11.9448,3
DCOA-TS,Scenario_200,200,1005,50,100,27.4851,4126.6510,8.3756,52
PSO-SA,Scenario_200,200,1013,24,20,83.8100,12575.8622,13.3199,2
DTSO-TS,Scenario_200,200,1026,500,10,41.8273,6279.3613,8.6443,42
DCOA-TS,Scenario_200,200,1025,24,50,29.6161,4444.9686,9.0510,10
DTSO-TS,Scenario_200,200,1000,24,10,57.0150,8557.1886,9.3582,1
PSO-SA,Scenario_200,200,1029,24,500,69.7152,10461.8490,11.2780,34
PSO-SA,Scenario_200,200,1016,50,100,83.8544,12582.7149,12.8814,14
DCOA-TS,Scenario_200,200,1029,24,20,24.5878,3691.2152,8.0055,4
PSO-SA,Scenario_200,200,1021,100,20,73.3890,11012.6548,12.7376,5
PSO-SA,Scenario_200,200,1001,24,50,89.0418,13361.9522,10.8254,3
PSO-SA,Scenario_200,200,1023,50,20,100.4278,15069.4573,12.7623,3
DCOA-TS,Scenario_200,200,1015,24,20,29.4798,4425.8652,8.7271,7
DTSO-TS,Scenario_200,200,1029,50,100,39.1091,5868.6334,12.0035,21
PSO-SA,Scenario_200,200,1018,50,10,86.8725,13035.3223,13.0336,2
PSO-SA,Scenario_200,200,1002,10,500,146.5943,21994.9495,13.2681,13
PSO-SA,Scenario_200,200,1002,10,50,81.4816,12228.1033,11.6022,1
PSO-SA,Scenario_200,200,1025,500,100,85.1064,12771.3512,12.6895,313
PSO-SA,Scenario_200,200,1005,50,100,115.8600,17384.8478,12.5016,13
PSO-SA,Scenario_200,200,1000,500,10,59.2567,8893.2414,10.5264,16
PSO-SA,Scenario_200,200,1022,10,500,119.3373,17906.0442,14.6253,12
PSO-SA,Scenario_200,200,1018,10,50,100.1448,15026.8981,12.7131,1
DCOA-TS,Scenario_200,200,1007,24,500,32.7810,4919.1289,12.5735,99
PSO-SA,Scenario_200,200,1026,24,20,109.0457,16362.1143,12.6297,1
DCOA-TS,Scenario_200,200,1009,24,100,29.3211,4401.6373,9.0446,23
DTSO-TS,Scenario_200,200,1027,50,500,67.0868,10109.7248,31.3784,111
PSO-SA,Scenario_200,200,1000,50,10,67.2886,10097.6098,12.8995,1
DCOA-TS,Scenario_200,200,1026,24,50,26.9251,4042.5067,7.9450,12
DCOA-TS,Scenario_200,200,1028,500,10,28.8322,4327.6687,8.2590,78
DCOA-TS,Scenario_200,200,1000,24,50,28.2040,4233.8228,8.5898,10
DTSO-TS,Scenario_200,200,1001,24,10,39.3846,5911.4435,9.1253,2
PSO-SA,Scenario_200,200,1017,50,100,67.7591,10169.3683,10.4558,13
DTSO-TS,Scenario_200,200,1027,500,10,39.4738,5924.7280,8.7385,23
DCOA-TS,Scenario_200,200,1004,100,50,28.6143,4294.8293,8.9503,44
PSO-SA,Scenario_200,200,1022,100,20,104.0443,15613.1923,12.0124,6
PSO-SA,Scenario_200,200,1002,24,50,116.7729,17521.4921,12.6866,3
DCOA-TS,Scenario_200,200,1006,50,100,29.9435,4493.9961,9.5628,45
PSO-SA,Scenario_200,200,1014,24,20,123.5343,18536.3488,14.2945,1
PSO-SA,Scenario_200,200,1019,50,10,63.7495,9567.0326,11.4017,2
DCOA-TS,Scenario_200,200,1016,24,20,25.1476,3775.5345,7.8189,5
PSO-SA,Scenario_200,200,1019,500,100,74.9143,11241.9799,11.9747,130
PSO-SA,Scenario_200,200,1009,24,500,81.8795,12287.2085,10.4095,31
DTSO-TS,Scenario_200,200,1015,100,100,35.4568,5320.2404,11.5734,56
PSO-SA,Scenario_200,200,1019,10,50,88.1016,13220.5361,13.2080,2
DTSO-TS,Scenario_200,200,1024,100,500,66.2459,10009.3472,31.2743,258
PSO-SA,Scenario_200,200,1024,50,20,75.1100,11271.1751,11.4977,3
DCOA-TS,Scenario_200,200,1001,24,50,26.5608,3987.3486,8.0083,9
DCOA-TS,Scenario_200,200,1026,100,100,29.3318,4402.5024,9.1622,87
PSO-SA,Scenario_200,200,1001,50,10,109.1445,16376.7817,13.3428,1
DCOA-TS,Scenario_200,200,1025,500,20,29.1609,4377.9220,8.6630,127
DCOA-TS,Scenario_200,200,1018,500,10,26.7316,4012.5329,8.4434,83
DTSO-TS,Scenario_200,200,1011,10,100,34.5452,5184.6575,9.0877,13
PSO-SA,Scenario_200,200,1003,500,100,92.3618,13859.5853,12.3526,132
DTSO-TS,Scenario_200,200,1010,100,500,65.9468,9964.1524,31.2449,260
PSO-SA,Scenario_200,200,1023,100,20,53.5616,8038.3668,10.6654,6
PSO-SA,Scenario_200,200,1006,500,50,71.9409,10796.5189,10.4507,67
PSO-SA,Scenario_200,200,1003,24,50,69.7719,10471.3737,10.8888,3
DCOA-TS,Scenario_200,200,1005,500,20,27.8909,4187.3569,8.2084,130
PSO-SA,Scenario_200,200,1020,50,10,89.6557,13453.4259,11.8761,2
DTSO-TS,Scenario_200,200,1002,24,10,65.8136,9877.0524,10.0686,1
DTSO-TS,Scenario_200,200,1028,500,10,43.1963,6484.0242,8.1776,24
PSO-SA,Scenario_200,200,1018,50,100,120.3643,18060.3464,13.0159,13
PSO-SA,Scenario_200,200,1006,50,100,90.3414,13555.8404,12.7729,12
DCOA-TS,Scenario_200,200,1019,50,50,27.9662,4197.7349,8.6609,22
PSO-SA,Scenario_200,200,1002,50,10,51.0473,7661.8006,9.7488,1
DCOA-TS,Scenario_200,200,1002,24,50,24.9581,3746.7583,7.8772,10
PSO-SA,Scenario_200,200,1003,10,50,126.3829,18963.1199,14.2543,1
DCOA-TS,Scenario_200,200,1027,24,50,24.5599,3687.1904,8.1292,14
PSO-SA,Scenario_200,200,1020,10,50,95.5509,14337.4707,14.1330,1
DCOA-TS,Scenario_200,200,1005,100,50,26.6368,3998.6513,8.3311,44
PSO-SA,Scenario_200,200,1023,10,500,79.2629,11894.3825,11.6853,13
DCOA-TS,Scenario_200,200,1014,50,20,25.1018,3769.1253,7.9265,10
PSO-SA,Scenario_200,200,1027,24,20,89.3486,13407.2691,11.6366,2
DCOA-TS,Scenario_200,200,1017,24,20,26.5073,3979.2078,8.5541,5
PSO-SA,Scenario_200,200,1004,24,50,63.3979,9513.7300,12.4052,3
DCOA-TS,Scenario_200,200,1007,24,20,24.5512,3685.7632,7.9420,6
PSO-SA,Scenario_200,200,1024,100,20,111.9532,16798.4204,12.3697,6
PSO-SA,Scenario_200,200,1021,50,10,100.4971,15079.9738,12.6284,2
PSO-SA,Scenario_200,200,1003,10,500,94.3801,14162.6404,12.3536,13
DCOA-TS,Scenario_200,200,1003,24,50,23.8603,3583.5406,7.7990,10
DTSO-TS,Scenario_200,200,1000,50,500,66.7526,10069.6884,31.3031,97
PSO-SA,Scenario_200,200,1001,500,10,76.3571,11458.2924,10.9162,16
PSO-SA,Scenario_200,200,1003,50,10,93.0773,13966.7416,13.0095,2
PSO-SA,Scenario_200,200,1019,50,100,101.6600,15254.7862,11.4692,13
DTSO-TS,Scenario_200,200,1003,24,10,53.6842,8056.8243,10.0209,5
DCOA-TS,Scenario_200,200,1010,24,100,26.3586,3956.4813,8.4493,24
DCOA-TS,Scenario_200,200,1020,50,50,26.4466,3970.2641,8.4321,24
PSO-SA,Scenario_200,200,1021,10,50,102.5114,15382.0669,13.4331,1
DTSO-TS,Scenario_200,200,1028,50,500,66.4845,10011.8352,31.2941,95
DCOA-TS,Scenario_200,200,1008,24,500,32.2788,4843.7489,12.2433,91
PSO-SA,Scenario_200,200,1015,24,20,79.3471,11906.9543,13.8759,2
DCOA-TS,Scenario_200,200,1015,50,20,28.1752,4229.3745,8.4338,10
PSO-SA,Scenario_200,200,1005,24,50,106.8129,16026.8508,13.2690,3
DTSO-TS,Scenario_200,200,1017,500,20,27.6063,4144.1699,8.1871,46
PSO-SA,Scenario_200,200,1022,50,10,73.0114,10956.3381,10.6766,2
DCOA-TS,Scenario_200,200,1004,24,50,28.3153,4251.8991,8.7020,10
PSO-SA,Scenario_200,200,1025,100,20,90.8273,13629.7253,11.1391,5
PSO-SA,Scenario_200,200,1000,500,500,64.2040,9635.1439,10.1635,1248
PSO-SA,Scenario_200,200,1004,50,10,101.6071,15247.2871,12.6660,1
PSO-SA,Scenario_200,200,1007,50,100,72.7132,10911.6056,12.3580,17
DCOA-TS,Scenario_200,200,1006,100,50,29.4325,4418.2577,9.0302,43
PSO-SA,Scenario_200,200,1022,10,50,115.7586,17369.2845,13.2155,2
DCOA-TS,Scenario_200,200,1027,100,100,29.7057,4459.2045,9.1377,87
DCOA-TS,Scenario_200,200,1016,50,20,27.1847,4080.6205,8.2869,11
DCOA-TS,Scenario_200,200,1021,50,50,28.3112,4249.7416,8.8651,21
PSO-SA,Scenario_200,200,1020,50,100,108.1914,16234.3990,11.9730,13
PSO-SA,Scenario_200,200,1025,50,20,91.0686,13664.9418,13.2686,3
DCOA-TS,Scenario_200,200,1008,500,100,31.8563,4780.9393,10.1781,548
PSO-SA,Scenario_200,200,1023,50,10,86.7286,13014.7814,11.3568,2
PSO-SA,Scenario_200,200,1006,24,50,80.0278,12009.2230,12.4706,3
DCOA-TS,Scenario_200,200,1028,24,50,27.4517,4120.7875,8.4258,12
DCOA-TS,Scenario_200,200,1014,10,500,32.4638,4871.5559,10.9133,80
PSO-SA,Scenario_200,200,1010,24,500,86.8555,13033.2658,12.1778,32
DCOA-TS,Scenario_200,200,1005,24,50,25.0055,3753.2261,8.1061,10
DCOA-TS,Scenario_200,200,1008,24,20,30.2406,4540.1295,8.2172,7
PSO-SA,Scenario_200,200,1026,100,20,80.6544,12103.2123,12.8826,5
DCOA-TS,Scenario_200,200,1018,24,20,24.3841,3660.3307,7.7608,6
DTSO-TS,Scenario_200,200,1002,50,100,41.4724,6222.6836,13.0184,38
DCOA-TS,Scenario_200,200,1017,50,20,29.0915,4366.8098,9.1343,11
PSO-SA,Scenario_200,200,1005,50,10,85.0716,12766.1322,12.0532,2
PSO-SA,Scenario_200,200,1023,10,50,112.6331,16900.7598,14.4998,1
DCOA-TS,Scenario_200,200,1029,500,10,24.3959,3662.6887,7.9033,109
DCOA-TS,Scenario_200,200,1026,500,20,26.5097,3979.6351,8.3785,115
DTSO-TS,Scenario_200,200,1018,500,20,28.2960,4247.1508,8.2336,41
PSO-SA,Scenario_200,200,1004,10,50,107.2391,16090.8145,15.3124,2
DCOA-TS,Scenario_200,200,1006,24,50,27.4672,4123.8066,8.4167,10
PSO-SA,Scenario_200,200,1012,50,20,77.1684,11580.1033,12.9423,3
PSO-SA,Scenario_200,200,1021,50,100,77.9571,11699.3721,11.6828,13
PSO-SA,Scenario_200,200,1007,24,50,111.1145,16672.8210,12.9432,3
PSO-SA,Scenario_200,200,1028,24,20,83.2839,12497.8514,12.1711,2
DTSO-TS,Scenario_200,200,1016,100,100,39.9689,5997.1925,13.2071,85
PSO-SA,Scenario_200,200,1027,100,20,116.8755,17537.5372,13.7159,6
DTSO-TS,Scenario_200,200,1001,50,500,66.5072,10077.9339,31.1708,93
PSO-SA,Scenario_200,200,1004,500,100,81.6100,12246.9953,11.0372,131
DCOA-TS,Scenario_200,200,1007,100,50,30.0538,4511.3716,9.2086,43
DCOA-TS,Scenario_200,200,1018,50,20,27.7002,4159.1561,8.0055,10
PSO-SA,Scenario_200,200,1017,500,500,67.6100,10145.9931,11.5739,800
DCOA-TS,Scenario_200,200,1022,50,50,28.5794,4289.8187,8.4643,21
PSO-SA,Scenario_200,200,1024,10,50,114.2471,17142.6176,13.4468,1
DCOA-TS,Scenario_200,200,1011,24,100,31.9483,4795.7304,9.5487,29
DCOA-TS,Scenario_200,200,1007,24,50,25.2768,3794.6873,8.0641,10
DCOA-TS,Scenario_200,200,1009,24,500,30.3009,4547.1415,11.2610,84
PSO-SA,Scenario_200,200,1024,10,500,95.2757,14296.0417,13.3093,13
DTSO-TS,Scenario_200,200,1029,50,500,63.2853,9493.9454,27.9927,91
PSO-SA,Scenario_200,200,1013,50,20,105.2943,15799.5405,12.1599,3
PSO-SA,Scenario_200,200,1002,500,10,76.4200,11468.8522,10.8310,16
PSO-SA,Scenario_200,200,1008,50,100,93.8414,14081.6795,12.5857,13
DTSO-TS,Scenario_200,200,1012,10,100,35.1176,5270.2899,10.1978,20
PSO-SA,Scenario_200,200,1026,50,50,92.8136,13928.3921,11.7909,7
PSO-SA,Scenario_200,200,1016,24,20,95.2271,14289.4121,12.2062,2
PSO-SA,Scenario_200,200,1022,50,100,70.8257,10628.9809,10.9718,13
PSO-SA,Scenario_200,200,1011,100,20,100.5386,15086.3255,11.2798,6
DTSO-TS,Scenario_200,200,1025,100,500,66.3030,10001.8647,31.3012,191
DTSO-TS,Scenario_200,200,1003,50,100,30.8909,4635.6429,10.3755,34
DCOA-TS,Scenario_200,200,1019,50,20,27.3344,4103.5454,8.2165,10
PSO-SA,Scenario_200,200,1006,50,10,71.1504,10677.3626,12.1727,1
DCOA-TS,Scenario_200,200,1008,24,50,28.0782,4215.4806,8.3066,10
PSO-SA,Scenario_200,200,1025,10,50,79.2566,11893.0977,12.4821,2
DTSO-TS,Scenario_200,200,1019,500,20,31.5957,4742.8600,8.3740,45
DTSO-TS,Scenario_200,200,1011,100,500,66.5985,10036.1389,31.3456,190
DCOA-TS,Scenario_200,200,1028,100,100,31.8998,4787.2024,10.2508,82
DCOA-TS,Scenario_200,200,1009,24,20,25.9402,3894.4434,8.3185,7
